Edad,Sexo,Unidad,Periodo,Total
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T4,"146,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T3,"113,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T2,"111,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2008T1,"103,2"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T4,"97,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T3,"89,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T2,"88,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2007T1,"89,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T4,"83,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T3,"85,6"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T2,"85,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2006T1,"97,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T4,"87,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T3,"74,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T2,"99,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2005T1,"98,0"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T4,"95,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T3,"93,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T2,"95,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2004T1,"90,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T4,"86,7"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T3,"99,3"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T2,"91,1"
De 55 a 59 años,Ambos sexos,Valor absoluto,2003T1,"91,0"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T4,"95,5"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T3,"94,4"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T2,"86,9"
De 55 a 59 años,Ambos sexos,Valor absoluto,2002T1,"88,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2023T3,"206,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2023T2,"200,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2023T1,"217,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T4,"211,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T3,"192,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T2,"213,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2022T1,"214,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T4,"215,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T3,"237,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T2,"201,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2021T1,"182,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T4,"194,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T3,"184,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T2,"171,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2020T1,"177,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T4,"181,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T3,"163,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T2,"170,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2019T1,"164,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T4,"175,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T3,"154,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T2,"169,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2018T1,"184,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T4,"170,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T3,"170,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T2,"177,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2017T1,"177,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T4,"184,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T3,"182,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T2,"179,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2016T1,"183,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T4,"186,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T3,"175,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T2,"174,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2015T1,"173,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T4,"165,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T3,"161,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T2,"168,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2014T1,"174,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T4,"169,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T3,"183,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T2,"166,5"
De 60 a 64 años,Ambos sexos,Valor absoluto,2013T1,"182,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T4,"158,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T3,"153,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T2,"155,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2012T1,"139,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T4,"131,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T3,"128,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T2,"118,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2011T1,"114,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T4,"120,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T3,"110,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T2,"115,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2010T1,"102,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T4,"105,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T3,"98,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T2,"97,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2009T1,"84,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T4,"69,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T3,"58,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T2,"50,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2008T1,"55,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T4,"45,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T3,"42,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T2,"42,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2007T1,"47,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T4,"39,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T3,"36,0"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T2,"37,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2006T1,"36,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T4,"39,3"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T3,"36,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T2,"46,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2005T1,"46,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T4,"47,8"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T3,"51,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T2,"50,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2004T1,"45,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T4,"44,6"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T3,"44,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T2,"35,1"
De 60 a 64 años,Ambos sexos,Valor absoluto,2003T1,"36,7"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T4,"36,2"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T3,"37,9"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T2,"37,4"
De 60 a 64 años,Ambos sexos,Valor absoluto,2002T1,"37,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2023T3,"23,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2023T2,"23,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2023T1,"21,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T4,"15,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T3,"15,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T2,"15,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2022T1,"20,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T4,"16,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T3,"17,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T2,"14,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2021T1,"11,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T4,"13,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T3,"12,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T2,"13,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2020T1,"11,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T4,"10,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T3,"9,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T2,"16,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2019T1,"11,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T4,"9,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T3,"8,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T2,"8,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2018T1,"7,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T4,"7,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T3,"8,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T2,"4,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2017T1,"6,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T4,"5,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T3,"6,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T2,"5,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2016T1,"7,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T4,"6,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T3,"5,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T2,"5,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2015T1,"6,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T4,"6,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T3,"5,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T2,"5,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2014T1,"7,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T4,"12,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T3,"9,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T2,"7,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2013T1,"7,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T4,"6,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T3,"6,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T2,"6,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2012T1,"4,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T4,"4,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T3,"1,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T2,"1,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2011T1,"3,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T4,"2,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T3,"3,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T2,"5,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2010T1,"3,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T4,"7,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T3,"2,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T2,"2,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2009T1,"3,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T4,"4,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T3,"3,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T2,"4,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2008T1,"2,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T4,"1,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T3,"1,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T2,"2,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2007T1,"2,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T4,"2,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T3,"1,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T2,"2,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2006T1,"2,4"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T4,"1,6"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T3,"4,1"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T2,"2,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2005T1,"2,0"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T4,"1,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T3,"0,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T2,"1,9"
De 65 a 69 años,Ambos sexos,Valor absoluto,2004T1,"1,8"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T4,"1,3"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T3,"1,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T2,"2,2"
De 65 a 69 años,Ambos sexos,Valor absoluto,2003T1,"1,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T4,"1,5"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T3,"0,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T2,"1,7"
De 65 a 69 años,Ambos sexos,Valor absoluto,2002T1,"1,8"
70 y más años,Ambos sexos,Valor absoluto,2023T3,"4,8"
70 y más años,Ambos sexos,Valor absoluto,2023T2,"0,8"
70 y más años,Ambos sexos,Valor absoluto,2023T1,"1,4"
70 y más años,Ambos sexos,Valor absoluto,2022T4,"2,5"
70 y más años,Ambos sexos,Valor absoluto,2022T3,"1,3"
70 y más años,Ambos sexos,Valor absoluto,2022T2,"3,4"
70 y más años,Ambos sexos,Valor absoluto,2022T1,"1,6"
70 y más años,Ambos sexos,Valor absoluto,2021T4,"0,4"
70 y más años,Ambos sexos,Valor absoluto,2021T3,"1,1"
70 y más años,Ambos sexos,Valor absoluto,2021T2,"2,4"
70 y más años,Ambos sexos,Valor absoluto,2021T1,"1,2"
70 y más años,Ambos sexos,Valor absoluto,2020T4,..
70 y más años,Ambos sexos,Valor absoluto,2020T3,"2,0"
70 y más años,Ambos sexos,Valor absoluto,2020T2,"0,4"
70 y más años,Ambos sexos,Valor absoluto,2020T1,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2019T4,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2019T3,"1,0"
70 y más años,Ambos sexos,Valor absoluto,2019T2,..
70 y más años,Ambos sexos,Valor absoluto,2019T1,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2018T4,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2018T3,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2018T2,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2018T1,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2017T4,"1,0"
70 y más años,Ambos sexos,Valor absoluto,2017T3,"0,7"
70 y más años,Ambos sexos,Valor absoluto,2017T2,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2017T1,"0,4"
70 y más años,Ambos sexos,Valor absoluto,2016T4,"1,2"
70 y más años,Ambos sexos,Valor absoluto,2016T3,"1,1"
70 y más años,Ambos sexos,Valor absoluto,2016T2,"1,0"
70 y más años,Ambos sexos,Valor absoluto,2016T1,"1,6"
70 y más años,Ambos sexos,Valor absoluto,2015T4,"0,8"
70 y más años,Ambos sexos,Valor absoluto,2015T3,"0,5"
70 y más años,Ambos sexos,Valor absoluto,2015T2,"0,7"
70 y más años,Ambos sexos,Valor absoluto,2015T1,..
70 y más años,Ambos sexos,Valor absoluto,2014T4,"0,8"
70 y más años,Ambos sexos,Valor absoluto,2014T3,"1,1"
70 y más años,Ambos sexos,Valor absoluto,2014T2,"1,0"
70 y más años,Ambos sexos,Valor absoluto,2014T1,..
70 y más años,Ambos sexos,Valor absoluto,2013T4,"1,1"
70 y más años,Ambos sexos,Valor absoluto,2013T3,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2013T2,..
70 y más años,Ambos sexos,Valor absoluto,2013T1,"0,1"
70 y más años,Ambos sexos,Valor absoluto,2012T4,"0,5"
70 y más años,Ambos sexos,Valor absoluto,2012T3,..
70 y más años,Ambos sexos,Valor absoluto,2012T2,"0,1"
70 y más años,Ambos sexos,Valor absoluto,2012T1,"1,5"
70 y más años,Ambos sexos,Valor absoluto,2011T4,..
70 y más años,Ambos sexos,Valor absoluto,2011T3,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2011T2,"1,6"
70 y más años,Ambos sexos,Valor absoluto,2011T1,"1,4"
70 y más años,Ambos sexos,Valor absoluto,2010T4,"0,8"
70 y más años,Ambos sexos,Valor absoluto,2010T3,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2010T2,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2010T1,..
70 y más años,Ambos sexos,Valor absoluto,2009T4,"0,5"
70 y más años,Ambos sexos,Valor absoluto,2009T3,..
70 y más años,Ambos sexos,Valor absoluto,2009T2,"0,4"
70 y más años,Ambos sexos,Valor absoluto,2009T1,..
70 y más años,Ambos sexos,Valor absoluto,2008T4,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2008T3,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2008T2,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2008T1,..
70 y más años,Ambos sexos,Valor absoluto,2007T4,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2007T3,"0,1"
70 y más años,Ambos sexos,Valor absoluto,2007T2,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2007T1,"0,8"
70 y más años,Ambos sexos,Valor absoluto,2006T4,"0,8"
70 y más años,Ambos sexos,Valor absoluto,2006T3,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2006T2,"0,1"
70 y más años,Ambos sexos,Valor absoluto,2006T1,"0,4"
70 y más años,Ambos sexos,Valor absoluto,2005T4,"0,3"
70 y más años,Ambos sexos,Valor absoluto,2005T3,"1,8"
70 y más años,Ambos sexos,Valor absoluto,2005T2,"0,4"
70 y más años,Ambos sexos,Valor absoluto,2005T1,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2004T4,"0,5"
70 y más años,Ambos sexos,Valor absoluto,2004T3,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2004T2,..
70 y más años,Ambos sexos,Valor absoluto,2004T1,..
70 y más años,Ambos sexos,Valor absoluto,2003T4,"1,1"
70 y más años,Ambos sexos,Valor absoluto,2003T3,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2003T2,"0,1"
70 y más años,Ambos sexos,Valor absoluto,2003T1,"0,6"
70 y más años,Ambos sexos,Valor absoluto,2002T4,"0,2"
70 y más años,Ambos sexos,Valor absoluto,2002T3,..
70 y más años,Ambos sexos,Valor absoluto,2002T2,..
70 y más años,Ambos sexos,Valor absoluto,2002T1,"0,6"
